transaction_id,transaction_date,customer_id,product_id,store_id,quantity,revenue,cost,margin,discount_pct,region_tier,delivery_time_hours,delivery_distance_km,is_perishable
TXN000019,2024-03-22,CUST0514,PRD0010,STR0056,2,197.9756551293953,163.66680447410778,34.30885065528753,0,Tier 2,9.135108531127056,21.07313909035633,True
TXN000020,2024-06-01,CUST0998,PRD0011,STR0072,2,234.25485783097596,206.84469473337109,27.41016309760488,5,Tier 3,6.918386544810442,32.167120100631735,True
TXN000021,2024-06-02,CUST0450,PRD0010,STR0068,1,94.03843618646276,81.83340223705389,12.205033949408872,5,Tier 3,9.177899942418225,23.369755632678434,True
TXN000022,2024-01-07,CUST0137,PRD0004,STR0013,2,94.70924471133328,73.94006692036787,20.769177790965415,0,Metro,1.9385645695167626,3.5667935242240376,False
TXN000023,2024-09-22,CUST0926,PRD0008,STR0015,2,117.86523981910753,103.63799212970414,14.227247689403384,5,Metro,3.621031342559016,14.793085099590837,True
TXN000024,2024-08-28,CUST0573,PRD0020,STR0024,1,137.59160742533032,112.10796318145883,25.483644243871495,0,Metro,2.5547811000291767,9.764562941594434,False
TXN000025,2024-05-26,CUST0336,PRD0004,STR0023,5,236.7731117783332,184.85016730091968,51.92294447741352,0,Metro,1.801084810508264,13.422189822617053,False
TXN000026,2024-07-28,CUST0306,PRD0021,STR0058,1,741.4007914523111,683.0573522671682,58.34343918514287,5,Tier 2,3.405443223911588,6.8673604439463505,False
TXN000027,2024-06-11,CUST0832,PRD0010,STR0078,1,98.98782756469765,81.83340223705389,17.154425327643764,0,Tier 3,10.070958708298818,39.833480481238574,True
TXN000028,2024-06-14,CUST0544,PRD0021,STR0066,1,741.4007914523111,683.0573522671682,58.34343918514287,5,Tier 3,7.76881558715978,48.9879940748276,False
TXN000029,2024-01-03,CUST0127,PRD0005,STR0056,5,611.4993284202784,510.66900704592524,100.83032137435316,5,Tier 2,7.182331038423511,24.59581383547155,False
TXN000030,2024-01-21,CUST0911,PRD0001,STR0051,1,96.83507474786985,74.9448142616835,21.89026048618635,0,Tier 2,5.686930063074574,16.645320175506214,False
TXN000031,2024-06-13,CUST0305,PRD0024,STR0017,2,2214.119861121592,1935.1332282682329,278.98663285335897,0,Metro,3.2092060451969218,10.629458859083465,False
TXN000032,2024-09-20,CUST0669,PRD0001,STR0082,1,87.15156727308288,74.9448142616835,12.206753011399371,10,Tier 3,6.136673262636246,17.533963350624056,False
TXN000033,2024-03-29,CUST0725,PRD0020,STR0026,2,261.4240541081276,224.21592636291766,37.208127745209964,5,Metro,2.1270167556451796,5.859300569283651,False
TXN000034,2024-02-21,CUST0494,PRD0013,STR0013,3,290.6132695929615,254.18519431813291,36.428075274828586,10,Metro,1.1808021708686827,14.147668348471687,False
TXN000035,2024-08-29,CUST0581,PRD0014,STR0029,6,400.2727602350073,323.76512315401897,76.50763708098833,0,Metro,2.871577974029719,7.872979823583979,False
TXN000036,2024-01-05,CUST0428,PRD0023,STR0008,1,1024.566533802672,888.1699724000254,136.39656140264663,0,Metro,2.557179372724811,2.878963326698794,False
TXN000037,2024-02-07,CUST0500,PRD0011,STR0010,2,234.25485783097596,206.84469473337109,27.41016309760488,5,Metro,3.594058576100621,9.910323364577287,True
TXN000038,2024-04-19,CUST0336,PRD0024,STR0056,1,1051.7069340327562,967.5666141341164,84.14031989863975,5,Tier 2,5.196093838358673,20.15927361083439,False
TXN000039,2024-09-12,CUST0483,PRD0013,STR0053,3,290.6132695929615,254.18519431813291,36.428075274828586,10,Tier 2,8.544655436323803,15.119960727129996,False
TXN000040,2024-08-19,CUST0789,PRD0014,STR0008,3,200.13638011750365,161.88256157700948,38.253818540494166,0,Metro,1.8381031418041491,14.094145502891708,False
TXN000041,2024-02-18,CUST0804,PRD0001,STR0069,3,261.4547018192486,224.8344427850505,36.620259034198114,10,Tier 3,6.5948969228017695,49.039633983951695,False
TXN000042,2024-02-19,CUST0607,PRD0011,STR0035,2,246.58406087471155,206.84469473337109,39.73936614134047,0,Tier 2,4.153703710106059,8.293219336364048,True
TXN000043,2024-07-04,CUST0132,PRD0008,STR0020,4,235.73047963821506,207.2759842594083,28.45449537880677,5,Metro,2.410957162305357,8.526652775349813,True
TXN000044,2024-04-22,CUST0763,PRD0011,STR0017,4,468.50971566195193,413.68938946674217,54.82032619520976,5,Metro,1.7075727974310613,6.828486024349595,True
TXN000045,2024-07-06,CUST0569,PRD0009,STR0088,2,164.62243881781123,133.01813831028906,31.60430050752217,0,Tier 3,5.400961757543364,19.00894809073959,True
TXN000046,2024-06-09,CUST0178,PRD0006,STR0045,2,84.07518422489069,64.9402786309926,19.134905593898097,0,Tier 2,9.62925191417106,29.18390444470688,False
TXN000047,2024-09-04,CUST0254,PRD0019,STR0034,2,142.24475507791826,133.10730460160897,9.137450476309283,10,Tier 2,6.905865171478479,18.81284036956813,False
TXN000048,2024-01-16,CUST0129,PRD0020,STR0025,3,371.4973400483919,336.32388954437647,35.17345050401542,10,Metro,3.5706218082252823,3.5293718460712276,False
TXN000049,2024-07-30,CUST0893,PRD0021,STR0017,7,5189.805540166178,4781.401465870177,408.40407429600054,5,Metro,3.4185876430113726,12.968585243287416,False
TXN000050,2024-03-13,CUST0763,PRD0021,STR0043,1,702.3796971653475,683.0573522671682,19.322344898179267,10,Tier 2,9.872590852824393,20.53361243133824,False
TXN000051,2024-02-07,CUST0788,PRD0010,STR0042,1,98.98782756469765,81.83340223705389,17.154425327643764,0,Tier 2,4.19407338089963,28.702708004286055,True
TXN000052,2024-01-17,CUST0856,PRD0019,STR0061,1,79.02486393217681,66.55365230080449,12.471211631372327,0,Tier 2,8.716775228155026,12.114057544072438,False
TXN000053,2024-02-20,CUST0118,PRD0013,STR0032,3,290.6132695929615,254.18519431813291,36.428075274828586,10,Tier 2,7.190846816233682,17.55384024904967,False
TXN000054,2024-06-15,CUST0290,PRD0016,STR0004,5,584.4393484748033,514.526911140863,69.91243733394026,5,Metro,3.116757587931474,10.949265240397779,False
TXN000055,2024-05-13,CUST0708,PRD0016,STR0009,2,246.0797256736014,205.8107644563452,40.26896121725619,0,Metro,2.124410703345389,8.162083570281027,False
TXN000056,2024-01-08,CUST0284,PRD0006,STR0075,1,37.833832901200815,32.4701393154963,5.363693585704517,10,Tier 3,8.230118583211189,39.23272114847235,False
TXN000057,2024-04-25,CUST0941,PRD0020,STR0068,5,653.560135270319,560.5398159072942,93.0203193630249,5,Tier 3,10.646125396283939,29.059335351131708,False
TXN000058,2024-09-16,CUST0414,PRD0011,STR0007,1,123.29203043735578,103.42234736668554,19.869683070670234,0,Metro,3.1694484593938883,5.644347990289772,True
TXN000059,2024-01-22,CUST0030,PRD0020,STR0021,3,412.77482227599097,336.32388954437647,76.4509327316145,0,Metro,1.703960325327548,5.941522772993599,False
TXN000060,2024-08-22,CUST0013,PRD0020,STR0065,6,742.9946800967838,672.6477790887529,70.34690100803084,10,Tier 2,3.030542887552164,9.173827218679968,False
TXN000061,2024-08-22,CUST0227,PRD0003,STR0028,2,116.34877101682694,97.44447370618477,18.90429731064218,0,Metro,2.7375257661241665,3.109437374296223,False
TXN000062,2024-09-20,CUST0225,PRD0020,STR0049,1,123.8324466827973,112.10796318145883,11.724483501338469,10,Tier 2,7.7290606436518186,18.674081284284703,False
TXN000063,2024-09-04,CUST0566,PRD0002,STR0064,3,374.6258614379358,353.51781905210584,21.108042385829947,15,Tier 2,6.481187123182806,10.756273017762867,False
TXN000064,2024-09-01,CUST0848,PRD0008,STR0009,4,223.32361228883533,207.2759842594083,16.047628029427045,10,Metro,3.8311047784606624,14.481762857270814,True
TXN000065,2024-04-08,CUST0625,PRD0012,STR0068,1,75.30786371070589,65.05735782422617,10.250505886479715,5,Tier 3,5.635051915644517,11.30471793366266,True
TXN000066,2024-02-10,CUST0368,PRD0001,STR0008,7,677.845523235089,524.6136998317845,153.23182340330447,0,Metro,1.614040327171852,9.684693942360713,False
TXN000067,2024-01-25,CUST0112,PRD0014,STR0009,1,63.37652037054282,53.960853859003166,9.415666511539655,5,Metro,2.8288930349707058,13.648530395543848,False
TXN000068,2024-03-10,CUST0262,PRD0018,STR0071,4,743.0057482308175,583.5033758757885,159.50237235502902,0,Tier 3,5.363267096628876,15.686817868155822,False
TXN000069,2024-07-28,CUST0500,PRD0023,STR0060,2,1946.6764142250768,1776.3399448000507,170.33646942502605,5,Tier 2,8.829812637517898,27.652176512031513,False
TXN000070,2024-07-26,CUST0514,PRD0007,STR0059,1,155.93170453344106,129.8931168960506,26.038587637390464,0,Tier 2,7.238378684500832,17.919748478203953,True
TXN000071,2024-05-24,CUST0842,PRD0005,STR0024,4,514.9468028802345,408.5352056367402,106.41159724349427,0,Metro,3.0173814940750865,14.701090407706266,False
TXN000072,2024-07-27,CUST0073,PRD0012,STR0028,2,158.54287096990714,130.11471564845235,28.428155321454796,0,Metro,3.9629787770237552,5.789444632008397,True
TXN000073,2024-08-21,CUST0535,PRD0023,STR0016,3,3073.699601408016,2664.509917200076,409.18968420794,0,Metro,1.8675623388878495,6.0274893791920965,False
TXN000074,2024-05-01,CUST0650,PRD0011,STR0015,4,493.1681217494231,413.68938946674217,79.47873228268094,0,Metro,2.0356898610099172,7.384612032433794,True
TXN000075,2024-04-02,CUST0505,PRD0004,STR0060,2,85.23832024019995,73.94006692036787,11.298253319832085,10,Tier 2,7.880927933376999,23.815957351795902,False
TXN000076,2024-04-16,CUST0096,PRD0001,STR0088,2,183.9866420209527,149.889628523367,34.09701349758569,5,Tier 3,10.059164265671633,36.269179388864316,False
TXN000077,2024-05-25,CUST0318,PRD0007,STR0026,2,311.8634090668821,259.7862337921012,52.07717527478093,0,Metro,1.2309150081426221,11.050029886793029,True
TXN000078,2024-05-19,CUST0299,PRD0020,STR0032,3,392.13608116219143,336.32388954437647,55.81219161781496,5,Tier 2,3.470791397771575,7.372948420541743,False
TXN000079,2024-06-03,CUST0567,PRD0020,STR0090,2,261.4240541081276,224.21592636291766,37.208127745209964,5,Tier 3,5.373435978922284,28.19057370210644,False
TXN000080,2024-05-27,CUST0008,PRD0007,STR0082,3,421.0156022402909,389.67935068815177,31.336251552139117,10,Tier 3,5.664359088871423,33.763311222788495,True
TXN000081,2024-02-25,CUST0060,PRD0018,STR0002,1,176.46386520481914,145.87584396894712,30.58802123587202,5,Metro,1.9787617541234404,5.891983858169528,False
TXN000082,2024-02-07,CUST0211,PRD0018,STR0081,1,176.46386520481914,145.87584396894712,30.58802123587202,5,Tier 3,10.191490162852295,29.702762830131903,False
TXN000083,2024-02-27,CUST0328,PRD0009,STR0032,2,156.39131687692065,133.01813831028906,23.373178566631594,5,Tier 2,8.251860347571895,8.801214185612295,True
TXN000084,2024-08-24,CUST0974,PRD0002,STR0068,2,279.13299479689334,235.67854603473722,43.45444876215612,5,Tier 3,6.662349897265802,11.984574933553498,False
TXN000085,2024-02-27,CUST0288,PRD0018,STR0069,2,371.50287411540876,291.75168793789425,79.75118617751451,0,Tier 3,6.971312294739422,48.53441281784151,False
TXN000086,2024-04-25,CUST0726,PRD0018,STR0062,2,371.50287411540876,291.75168793789425,79.75118617751451,0,Tier 2,5.394753346045158,15.748940494495542,False
TXN000087,2024-04-03,CUST0457,PRD0016,STR0008,3,369.1195885104021,308.7161466845178,60.40344182588427,0,Metro,1.7387324829118003,7.506122907894652,False
TXN000088,2024-01-20,CUST0390,PRD0007,STR0004,4,623.7268181337643,519.5724675842024,104.15435054956185,0,Metro,2.8050464920548883,14.182416283955801,True
TXN000089,2024-08-17,CUST0658,PRD0009,STR0022,3,222.24029240404516,199.5272074654336,22.71308493861156,10,Metro,3.749261633596199,10.260386639204828,True
TXN000090,2024-06-23,CUST0069,PRD0013,STR0026,2,193.742179728641,169.45679621208862,24.285383516552372,10,Metro,1.5435498371502483,10.095794242117934,False
TXN000091,2024-01-12,CUST0141,PRD0021,STR0012,5,3902.1094286963744,3415.286761335841,486.82266736053316,0,Metro,2.539549251270336,4.5278193776119515,False
TXN000092,2024-04-25,CUST0239,PRD0001,STR0087,2,193.6701494957397,149.889628523367,43.7805209723727,0,Tier 3,5.777960031324087,35.92420138136494,False
TXN000093,2024-04-17,CUST0531,PRD0009,STR0036,1,74.08009746801505,66.50906915514453,7.571028312870524,10,Tier 2,4.771184386441773,26.639059579305087,True
TXN000094,2024-06-07,CUST0569,PRD0005,STR0026,1,122.29986568405569,102.13380140918505,20.166064274870635,5,Metro,3.1727635824973994,8.403787067883583,False
TXN000095,2024-09-17,CUST0109,PRD0002,STR0068,2,249.75057429195718,235.67854603473722,14.072028257219955,15,Tier 3,8.224688808834424,29.958844676550637,False
TXN000096,2024-01-29,CUST0112,PRD0023,STR0087,1,973.3382071125384,888.1699724000254,85.16823471251303,5,Tier 3,9.707550838715544,37.28766757020395,False
TXN000097,2024-06-02,CUST0870,PRD0014,STR0001,1,63.37652037054282,53.960853859003166,9.415666511539655,5,Metro,1.2239152932382864,13.800560631307665,False
TXN000098,2024-08-17,CUST0987,PRD0012,STR0035,2,158.54287096990714,130.11471564845235,28.428155321454796,0,Tier 2,4.8372940958488515,18.131460469539583,True
TXN000099,2024-03-10,CUST0044,PRD0022,STR0005,3,1936.43363979482,1654.748345018483,281.68529477633706,0,Metro,3.9632486172975656,6.233902426831392,False
TXN000100,2024-06-15,CUST0412,PRD0021,STR0008,1,780.4218857392749,683.0573522671682,97.3645334721067,0,Metro,1.7421992411750373,13.261801667768356,False
TXN000101,2024-06-19,CUST0134,PRD0023,STR0001,2,2049.133067605344,1776.3399448000507,272.79312280529325,0,Metro,1.380833241264918,3.602689130886309,False
TXN000102,2024-03-16,CUST0439,PRD0014,STR0062,1,63.37652037054282,53.960853859003166,9.415666511539655,5,Tier 2,9.847544679685909,9.522297534472457,False
TXN000103,2024-03-30,CUST0296,PRD0014,STR0010,1,63.37652037054282,53.960853859003166,9.415666511539655,5,Metro,2.70217283246822,12.351166922933032,False
TXN000104,2024-02-14,CUST0646,PRD0021,STR0042,2,1560.8437714785498,1366.1147045343364,194.7290669442134,0,Tier 2,8.534837713301176,14.618314412686125,False
TXN000105,2024-05-30,CUST0669,PRD0012,STR0044,5,336.9036008110527,325.2867891211309,11.616811689921803,15,Tier 2,7.342598764866047,25.093880900294067,True
TXN000106,2024-06-21,CUST0973,PRD0010,STR0001,2,197.9756551293953,163.66680447410778,34.30885065528753,0,Metro,2.4569405960028314,9.097005933017,True
TXN000107,2024-02-17,CUST0224,PRD0012,STR0066,1,75.30786371070589,65.05735782422617,10.250505886479715,5,Tier 3,7.155118876920572,29.088003176718452,True
TXN000108,2024-03-25,CUST0445,PRD0024,STR0078,4,4206.827736131025,3870.2664565364657,336.561279594559,5,Tier 3,11.08422400182161,31.202498202069297,False
TXN000109,2024-06-19,CUST0295,PRD0010,STR0043,2,197.9756551293953,163.66680447410778,34.30885065528753,0,Tier 2,6.165417353724771,23.477285549823826,True
TXN000110,2024-02-11,CUST0610,PRD0011,STR0070,1,117.12742891548798,103.42234736668554,13.70508154880244,5,Tier 3,11.842473807462252,42.31462582735925,True
TXN000111,2024-05-19,CUST0838,PRD0017,STR0075,5,219.77812073618026,189.03095579116774,30.747164945012514,10,Tier 3,6.35991499701261,27.888041288657522,False
TXN000112,2024-06-18,CUST0819,PRD0005,STR0039,1,128.73670072005862,102.13380140918505,26.602899310873568,0,Tier 2,4.3768173811897615,10.937082629234599,False
TXN000113,2024-02-16,CUST0107,PRD0003,STR0054,3,174.5231565252404,146.16671055927713,28.356445965963275,0,Tier 2,9.66443712647302,23.448194224970006,False
TXN000114,2024-03-08,CUST0765,PRD0009,STR0026,1,82.31121940890561,66.50906915514453,15.802150253761084,0,Metro,1.0806029621348059,6.946264511409466,True
TXN000115,2024-03-09,CUST0535,PRD0022,STR0011,2,1226.4079718700527,1103.1655633456553,123.24240852439743,5,Metro,1.822361091457602,12.759777532156534,False
TXN000116,2024-04-21,CUST0008,PRD0014,STR0034,1,66.71212670583455,53.960853859003166,12.751272846831384,0,Tier 2,8.09608580457338,25.328691379199622,False
TXN000117,2024-04-19,CUST0766,PRD0011,STR0046,1,117.12742891548798,103.42234736668554,13.70508154880244,5,Tier 2,9.025592558408466,13.654922167008191,True
TXN000118,2024-07-06,CUST0329,PRD0001,STR0024,1,96.83507474786985,74.9448142616835,21.89026048618635,0,Metro,1.3783459671262317,9.562379857155197,False
TXN000119,2024-08-13,CUST0845,PRD0003,STR0027,1,55.26566623299279,48.72223685309238,6.5434293799004095,5,Metro,2.8635589665822496,3.5697062666568415,False
TXN000120,2024-03-16,CUST0628,PRD0023,STR0022,2,2049.133067605344,1776.3399448000507,272.79312280529325,0,Metro,3.2271098112693455,4.968306280791941,False
TXN000121,2024-07-25,CUST0151,PRD0009,STR0013,4,329.24487763562246,266.0362766205781,63.20860101504434,0,Metro,3.4793938284765487,9.249952985410886,True
TXN000122,2024-06-14,CUST0171,PRD0016,STR0075,1,123.0398628368007,102.9053822281726,20.134480608628095,0,Tier 3,10.421399221838536,15.377337094782,False
TXN000123,2024-07-29,CUST0504,PRD0004,STR0003,2,94.70924471133328,73.94006692036787,20.769177790965415,0,Metro,3.728786173332833,2.080389694331657,False
TXN000124,2024-04-18,CUST0641,PRD0006,STR0013,3,126.11277633733604,97.41041794648889,28.702358390847152,0,Metro,3.4299362310504176,5.097765717190191,False
TXN000125,2024-09-08,CUST0503,PRD0018,STR0005,1,185.75143705770438,145.87584396894712,39.875593088757256,0,Metro,3.9500223052426797,5.140816593664919,False
TXN000126,2024-08-19,CUST0241,PRD0007,STR0021,1,148.135119306769,129.8931168960506,18.242002410718413,5,Metro,1.0377892038153609,10.378305799767721,True
TXN000127,2024-02-08,CUST0657,PRD0009,STR0018,3,246.93365822671683,199.5272074654336,47.406450761283224,0,Metro,2.3385113134380893,9.201733333861048,True
TXN000128,2024-01-07,CUST0426,PRD0011,STR0021,1,123.29203043735578,103.42234736668554,19.869683070670234,0,Metro,2.8645561721021453,4.8582054327967,True
TXN000129,2024-01-10,CUST0114,PRD0020,STR0078,3,371.4973400483919,336.32388954437647,35.17345050401542,10,Tier 3,8.245354520404149,41.370851972268675,False
TXN000130,2024-03-20,CUST0804,PRD0012,STR0009,3,237.8143064548607,195.1720734726785,42.64223298218221,0,Metro,3.051364602669624,11.790545013335764,True
TXN000131,2024-04-14,CUST0495,PRD0020,STR0012,4,550.3664297013213,448.4318527258353,101.93457697548598,0,Metro,3.873913199447362,2.434506441661549,False
TXN000132,2024-02-04,CUST0112,PRD0017,STR0061,1,48.839582385817835,37.806191158233545,11.03339122758429,0,Tier 2,6.646200478904754,16.726493609752975,False
TXN000133,2024-08-16,CUST0594,PRD0013,STR0073,1,96.8710898643205,84.72839810604431,12.142691758276186,10,Tier 3,5.749203939477267,41.22797216686515,False
TXN000134,2024-04-01,CUST0052,PRD0001,STR0015,4,348.6062690923315,299.779257046734,48.827012045597485,10,Metro,1.6342937739967334,5.447219635383623,False
TXN000135,2024-01-03,CUST0026,PRD0015,STR0076,3,358.3540001020039,303.2692447903353,55.08475531166863,0,Tier 3,7.530781314340696,31.391978651247697,False
TXN000136,2024-04-16,CUST0791,PRD0013,STR0058,1,102.25281707900497,84.72839810604431,17.52441897296066,5,Tier 2,8.172513187446306,5.729247307268582,False
TXN000137,2024-04-29,CUST0443,PRD0004,STR0024,3,134.96067371364992,110.9101003805518,24.05057333309813,5,Metro,2.256770874378756,8.724538206806038,False
TXN000138,2024-01-28,CUST0429,PRD0015,STR0040,1,101.53363336223444,101.0897482634451,0.44388509878933746,15,Tier 2,5.8452390256645055,24.295900880752747,False
TXN000139,2024-06-23,CUST0950,PRD0017,STR0034,2,97.67916477163567,75.61238231646709,22.06678245516858,0,Tier 2,7.38783033090547,11.329972675320256,False
TXN000140,2024-02-26,CUST0977,PRD0019,STR0090,2,142.24475507791826,133.10730460160897,9.137450476309283,10,Tier 3,9.069247138075374,13.157194201536493,False
TXN000141,2024-04-12,CUST0993,PRD0015,STR0030,2,226.9575333979358,202.1794965268902,24.7780368710456,5,Metro,1.7126800437033096,8.36063039367084,False
TXN000142,2024-02-28,CUST0602,PRD0001,STR0048,2,193.6701494957397,149.889628523367,43.7805209723727,0,Tier 2,5.873490995881656,28.329822926225457,False
TXN000143,2024-05-14,CUST0222,PRD0011,STR0043,2,246.58406087471155,206.84469473337109,39.73936614134047,0,Tier 2,8.061399878222309,17.69380379656661,True
TXN000144,2024-08-13,CUST0007,PRD0007,STR0074,3,467.7951136003232,389.67935068815177,78.11576291217142,0,Tier 3,7.5658583116545834,24.934126441273268,True
TXN000145,2024-09-14,CUST0716,PRD0001,STR0052,1,87.15156727308288,74.9448142616835,12.206753011399371,10,Tier 2,4.096289704248549,29.369002033404882,False
TXN000146,2024-06-24,CUST0008,PRD0019,STR0081,1,71.12237753895913,66.55365230080449,4.5687252381546415,10,Tier 3,7.6020888923152246,10.70855402437556,False
TXN000147,2024-06-28,CUST0415,PRD0005,STR0019,5,579.3151532402637,510.66900704592524,68.64614619433848,10,Metro,2.9944539721488126,3.3678542180962063,False
TXN000148,2024-03-07,CUST0062,PRD0013,STR0051,1,102.25281707900497,84.72839810604431,17.52441897296066,5,Tier 2,9.24441202146786,23.32193632209746,False
TXN000149,2024-04-01,CUST0582,PRD0014,STR0056,1,60.0409140352511,53.960853859003166,6.080060176247933,10,Tier 2,4.765007690872605,17.27025753170107,False
TXN000150,2024-05-24,CUST0744,PRD0005,STR0045,1,122.29986568405569,102.13380140918505,20.166064274870635,5,Tier 2,7.549664687161224,23.84420505112631,False
TXN000151,2024-03-15,CUST0546,PRD0023,STR0032,1,922.1098804224048,888.1699724000254,33.93990802237943,10,Tier 2,8.090139668180969,29.51902935972129,False
TXN000152,2024-04-02,CUST0932,PRD0012,STR0014,2,158.54287096990714,130.11471564845235,28.428155321454796,0,Metro,1.8556352339599962,9.201609348417573,True
TXN000153,2024-01-12,CUST0156,PRD0004,STR0077,3,134.96067371364992,110.9101003805518,24.05057333309813,5,Tier 3,7.7322804548308826,46.36250171586926,False
TXN000154,2024-02-25,CUST0831,PRD0021,STR0037,4,3121.6875429570996,2732.229409068673,389.4581338884268,0,Tier 2,7.213869470821167,22.43619570410765,False
TXN000155,2024-02-23,CUST0295,PRD0017,STR0021,3,146.5187471574535,113.41857347470064,33.10017368275287,0,Metro,2.551018849629126,8.884444849264773,False
TXN000156,2024-07-10,CUST0730,PRD0014,STR0028,3,200.13638011750365,161.88256157700948,38.253818540494166,0,Metro,3.4827436524421063,7.559698115714198,False
TXN000157,2024-02-05,CUST0560,PRD0013,STR0057,6,613.5169024740298,508.37038863626583,105.14651383776402,5,Tier 2,7.27512245751234,11.607493819343874,False
TXN000158,2024-01-10,CUST0520,PRD0008,STR0059,4,235.73047963821506,207.2759842594083,28.45449537880677,5,Tier 2,8.597843034019538,23.486866347102833,True
TXN000159,2024-04-24,CUST0671,PRD0004,STR0019,6,269.92134742729985,221.8202007611036,48.10114666619626,5,Metro,3.235724458517324,8.687881647220012,False
TXN000160,2024-05-17,CUST0943,PRD0014,STR0025,6,400.2727602350073,323.76512315401897,76.50763708098833,0,Metro,1.2253687304635277,8.963580802465458,False
TXN000161,2024-05-18,CUST0205,PRD0001,STR0075,1,82.30981353568937,74.9448142616835,7.364999274005868,15,Tier 3,5.339249627330756,18.411047116074457,False
TXN000162,2024-07-17,CUST0271,PRD0023,STR0064,4,3688.439521689619,3552.6798896001014,135.7596320895177,10,Tier 2,5.5352712195590605,21.51174303411078,False
TXN000163,2024-05-09,CUST0023,PRD0016,STR0015,1,123.0398628368007,102.9053822281726,20.134480608628095,0,Metro,3.417717527600324,5.635760135103761,False
TXN000164,2024-04-14,CUST0483,PRD0024,STR0065,1,1107.059930560796,967.5666141341164,139.49331642667948,0,Tier 2,6.409577810265046,26.956311693308663,False
TXN000165,2024-08-16,CUST0766,PRD0024,STR0005,6,6642.359583364776,5805.399684804699,836.9598985600769,0,Metro,1.1295108725888243,6.024809686111501,False
TXN000166,2024-08-29,CUST0602,PRD0018,STR0085,1,176.46386520481914,145.87584396894712,30.58802123587202,5,Tier 3,6.206444499014743,40.0934071191154,False
TXN000167,2024-06-21,CUST0156,PRD0022,STR0046,1,580.930091938446,551.5827816728277,29.347310265618376,10,Tier 2,5.49473349509933,7.5236920409010155,False
TXN000168,2024-02-16,CUST0761,PRD0013,STR0051,3,322.90363288106835,254.18519431813291,68.71843856293543,0,Tier 2,3.708146680622788,5.283314830112189,False
TXN000169,2024-06-23,CUST0859,PRD0015,STR0084,1,107.50620003060118,101.0897482634451,6.416451767156076,10,Tier 3,7.861551120898208,23.070923926201807,False
